TransactionID,TransactionAmount,TransactionDate,TransactionType,Location,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TransactionAmount_Bin,Target
TX000026,0.0037678818042056438,2023-10-20 17:53:13,Credit,Houston,M043,Online,0.7580645161290323,Retired,0.9172413793103449,0.0,1065,2024-11-04 08:09:44,1,3
TX000027,0.128550954999088,2023-04-17 16:37:01,Debit,Miami,M029,ATM,0.08064516129032262,Student,0.5103448275862069,1.0,235,2024-11-04 08:11:38,2,6
TX000028,0.020877087839070278,2023-03-29 16:42:38,Debit,Milwaukee,M008,Branch,0.30645161290322587,Engineer,0.29310344827586204,0.0,940,2024-11-04 08:11:59,1,5
TX000029,0.06628449331630924,2023-01-24 16:18:32,Debit,Las Vegas,M092,Online,0.4193548387096775,Doctor,0.6448275862068966,0.0,733,2024-11-04 08:11:22,2,2
TX000030,0.029137243661568127,2023-09-20 16:55:42,Debit,Detroit,M043,Branch,0.14516129032258068,Student,0.9413793103448276,0.0,550,2024-11-04 08:08:30,1,2
TX000031,0.014618130651171273,2023-07-17 17:49:22,Credit,Miami,M091,Online,0.6612903225806451,Doctor,0.034482758620689655,0.0,1957,2024-11-04 08:09:17,1,0
TX000032,0.03067462282096047,2023-02-06 16:24:24,Debit,Baltimore,M053,ATM,0.1774193548387097,Doctor,0.8517241379310345,0.0,2166,2024-11-04 08:06:58,1,2
TX000033,0.20647262683378065,2023-09-25 16:26:00,Debit,New York,M007,ATM,0.5,Engineer,0.5448275862068966,0.5,2146,2024-11-04 08:11:13,0,6
TX000034,0.4573312140083904,2023-03-13 17:23:24,Debit,Los Angeles,M094,Online,0.06451612903225812,Student,0.4827586206896552,0.0,124,2024-11-04 08:07:50,0,1
TX000035,0.13289209682882977,2023-10-27 16:42:49,Credit,San Francisco,M002,Branch,0.435483870967742,Doctor,0.13793103448275862,0.0,2470,2024-11-04 08:10:51,2,5
TX000036,0.06488261198113453,2023-10-16 16:32:56,Debit,Seattle,M002,Branch,0.5,Engineer,0.1206896551724138,0.0,1427,2024-11-04 08:06:23,2,0
TX000037,0.04058159835318029,2023-11-21 16:58:44,Debit,Milwaukee,M028,Branch,0.12903225806451613,Student,0.46551724137931033,0.0,339,2024-11-04 08:12:18,1,2
TX000039,0.4143367120931808,2023-10-12 17:07:40,Debit,Mesa,M048,ATM,0.7741935483870968,Doctor,0.27586206896551724,0.25,1907,2024-11-04 08:11:17,0,0
TX000040,0.17477655887641036,2023-01-24 17:17:20,Debit,Oklahoma City,M040,Online,0.5967741935483871,Retired,0.7103448275862069,0.0,389,2024-11-04 08:07:32,0,3
TX000041,0.17104515725564792,2023-07-31 18:39:50,Debit,San Antonio,M014,ATM,0.7258064516129032,Retired,0.3758620689655172,0.0,1172,2024-11-04 08:07:31,0,4
TX000042,0.017593871329181544,2023-01-09 16:13:21,Debit,Philadelphia,M046,Online,0.32258064516129037,Doctor,0.031034482758620682,0.0,2436,2024-11-04 08:11:45,1,5
TX000043,0.12567944341662976,2023-04-20 18:57:43,Credit,Charlotte,M044,Online,0.6290322580645161,Doctor,0.36551724137931035,0.0,2381,2024-11-04 08:09:03,2,4
TX000044,0.028694270005472026,2023-04-12 16:03:37,Debit,Tucson,M009,ATM,0.016129032258064557,Student,0.36896551724137927,0.0,58,2024-11-04 08:08:03,1,5
TX000045,0.1584542825129635,2023-07-26 16:52:28,Debit,Louisville,M005,Branch,0.14516129032258068,Student,0.07931034482758621,0.0,325,2024-11-04 08:09:53,0,5
TX000047,0.08558772181254397,2023-12-13 16:01:38,Debit,Baltimore,M070,Branch,0.12903225806451613,Student,0.22413793103448276,0.0,622,2024-11-04 08:10:33,2,5
TX000048,0.2657737707481043,2023-10-09 16:29:40,Debit,Oklahoma City,M090,Online,0.016129032258064557,Student,0.3275862068965517,0.0,280,2024-11-04 08:11:35,0,1
TX000049,0.3265706021835995,2023-11-27 16:45:57,Debit,Denver,M023,Online,0.12903225806451613,Student,0.4413793103448276,0.0,69,2024-11-04 08:07:24,0,1
TX000050,0.01133491414128254,2023-03-27 16:45:18,Credit,Sacramento,M055,Online,0.3709677419354839,Engineer,0.5689655172413793,0.0,546,2024-11-04 08:06:31,1,2
TX000051,0.2215285196862704,2023-02-13 16:59:39,Credit,Kansas City,M040,Online,0.8225806451612903,Retired,0.38275862068965516,0.0,1108,2024-11-04 08:07:07,0,4
TX000053,0.044385960340829145,2023-06-07 16:45:34,Debit,Virginia Beach,M078,Branch,0.7903225806451613,Doctor,0.46551724137931033,0.0,2478,2024-11-04 08:06:45,1,4
TX000054,0.08819866065612214,2023-09-07 16:51:27,Debit,San Diego,M036,Branch,0.16129032258064518,Student,0.4551724137931034,0.0,347,2024-11-04 08:08:58,2,2
TX000055,0.05439195351382338,2023-03-29 17:47:16,Debit,Omaha,M095,ATM,0.7096774193548387,Retired,0.27586206896551724,0.0,1200,2024-11-04 08:10:42,1,0
TX000056,0.16504156135185136,2023-08-04 17:53:40,Debit,Mesa,M052,Branch,0.11290322580645162,Student,0.2517241379310345,0.0,539,2024-11-04 08:09:15,0,5
TX000057,0.03141464939937984,2023-12-14 17:52:37,Credit,Columbus,M095,Branch,0.6290322580645161,Retired,0.14482758620689656,0.0,1057,2024-11-04 08:09:57,1,0
TX000058,0.15233082314928212,2023-03-03 17:37:41,Credit,Dallas,M075,Branch,0.8064516129032258,Retired,0.17586206896551726,0.0,1220,2024-11-04 08:07:49,2,0
TX000059,0.20129765223962268,2023-06-09 16:18:15,Debit,Indianapolis,M064,Branch,0.4838709677419355,Engineer,0.06206896551724138,0.0,1404,2024-11-04 08:07:09,0,0
TX000060,0.058269275868358644,2023-10-02 16:35:22,Debit,Kansas City,M064,Branch,0.08064516129032262,Student,0.1413793103448276,0.0,356,2024-11-04 08:11:37,2,5
TX000062,0.13744169684967558,2023-05-16 16:07:30,Debit,Dallas,M087,Branch,0.9838709677419355,Retired,0.7482758620689656,0.25,1150,2024-11-04 08:11:03,2,3
TX000063,0.1820778070198296,2023-11-07 16:48:23,Debit,Las Vegas,M097,Online,0.4838709677419355,Engineer,0.7448275862068966,0.0,1630,2024-11-04 08:08:09,0,3
TX000064,0.31328139250071657,2023-05-30 17:43:25,Credit,Philadelphia,M001,Branch,0.6129032258064516,Engineer,0.32413793103448274,0.0,1982,2024-11-04 08:08:01,0,4
TX000065,0.002871511582458243,2023-11-02 16:01:40,Debit,Charlotte,M071,Online,0.5161290322580645,Doctor,0.393103448275862,0.0,2430,2024-11-04 08:11:32,1,4
TX000066,0.10478672121322667,2023-03-29 17:00:31,Credit,Nashville,M003,Branch,0.3870967741935484,Engineer,0.6068965517241379,0.0,921,2024-11-04 08:11:41,2,2
TX000067,0.1553847356489564,2023-04-25 16:11:24,Debit,Indianapolis,M005,Branch,0.6129032258064516,Retired,0.7413793103448276,0.0,987,2024-11-04 08:10:12,2,3
TX000068,0.2714125648174688,2023-04-18 18:40:47,Debit,Albuquerque,M063,Branch,0.11290322580645162,Student,0.4068965517241379,0.0,797,2024-11-04 08:12:10,0,1
TX000069,0.06098444380748886,2023-02-09 16:34:53,Credit,Austin,M057,Online,0.6774193548387097,Engineer,0.020689655172413793,0.0,1074,2024-11-04 08:07:11,2,0
TX000071,0.06946348073064595,2023-07-18 16:12:00,Debit,Atlanta,M091,ATM,0.4193548387096775,Engineer,0.7241379310344828,0.0,1096,2024-11-04 08:10:18,2,3
TX000072,0.07449774604580868,2023-01-13 17:00:16,Debit,Dallas,M066,Online,0.27419354838709675,Engineer,0.43103448275862066,0.0,1569,2024-11-04 08:09:26,2,2
TX000073,0.012773275659900461,2023-07-04 18:20:33,Debit,Boston,M070,ATM,0.7096774193548387,Retired,0.15517241379310343,0.0,1442,2024-11-04 08:12:15,1,0
TX000074,0.12177085233342885,2023-10-20 16:54:28,Credit,Jacksonville,M046,Online,0.12903225806451613,Student,0.9310344827586207,0.0,1610,2024-11-04 08:08:45,2,2
TX000078,0.04756494775516586,2023-03-13 16:32:12,Debit,Milwaukee,M095,Branch,0.4193548387096775,Doctor,0.20344827586206898,0.0,2465,2024-11-04 08:11:36,1,5
TX000079,0.0625530916955468,2023-12-18 18:46:27,Debit,Miami,M045,Branch,0.016129032258064557,Student,0.23103448275862065,0.0,557,2024-11-04 08:06:50,2,5
TX000080,0.0906741016754827,2023-07-17 18:54:31,Debit,Seattle,M032,Online,0.5161290322580645,Doctor,0.19655172413793104,0.0,2226,2024-11-04 08:10:29,2,0
TX000081,0.09560413789509341,2023-06-19 18:22:10,Debit,Denver,M074,ATM,0.32258064516129037,Engineer,0.3172413793103448,0.0,191,2024-11-04 08:09:51,2,5
TX000084,0.13531542330041432,2023-11-06 16:34:10,Debit,Denver,M028,Online,0.5,Doctor,0.5517241379310345,0.0,1743,2024-11-04 08:09:38,2,4
TX000085,0.08049091904005003,2023-07-03 16:40:24,Debit,San Diego,M030,Online,0.25806451612903225,Doctor,0.506896551724138,0.0,631,2024-11-04 08:09:42,2,2
TX000087,0.012663835109570837,2023-10-20 17:27:35,Debit,Mesa,M033,Branch,0.7419354838709677,Doctor,0.20344827586206898,0.0,2172,2024-11-04 08:12:05,1,0
TX000089,0.004872710217057092,2023-06-22 18:37:29,Credit,San Diego,M043,Online,0.6451612903225806,Doctor,0.5827586206896552,0.0,2354,2024-11-04 08:09:10,1,4
TX000090,0.20465382911639785,2023-11-20 16:28:09,Debit,Kansas City,M022,Online,0.09677419354838712,Student,0.3103448275862069,0.0,285,2024-11-04 08:08:38,0,1
TX000091,0.37348932954634284,2023-09-14 16:49:33,Credit,Milwaukee,M052,Online,0.6774193548387097,Retired,0.08275862068965517,0.0,1135,2024-11-04 08:08:12,0,0
TX000092,0.11652291737238449,2023-10-02 16:36:10,Debit,Kansas City,M009,ATM,0.5645161290322581,Engineer,0.15517241379310343,0.75,974,2024-11-04 08:08:01,2,6
TX000093,0.12007191807593089,2023-03-27 18:16:04,Debit,Houston,M049,Branch,0.04838709677419356,Student,0.43103448275862066,0.0,215,2024-11-04 08:10:44,2,2
TX000095,0.3355707845845167,2023-03-02 16:05:09,Debit,San Antonio,M093,ATM,0.1774193548387097,Engineer,0.21379310344827585,0.0,461,2024-11-04 08:08:04,0,1
TX000096,0.2649607838027985,2023-06-26 16:16:50,Credit,Mesa,M048,Branch,0.532258064516129,Engineer,0.40344827586206894,0.0,1866,2024-11-04 08:09:32,0,4
TX000097,0.4473356437449514,2023-04-18 17:27:23,Credit,San Francisco,M002,Branch,0.14516129032258068,Student,0.603448275862069,0.0,772,2024-11-04 08:10:47,0,2
TX000098,0.01308075149177893,2023-07-17 17:08:24,Debit,Louisville,M007,ATM,0.6290322580645161,Engineer,0.23448275862068962,0.0,38,2024-11-04 08:11:05,1,0
TX000099,0.0767959976027308,2023-09-01 17:26:02,Debit,Charlotte,M028,Branch,0.8548387096774193,Retired,0.4241379310344827,0.0,842,2024-11-04 08:07:22,2,4
TX000100,0.059806655027750996,2023-09-11 16:19:04,Debit,San Antonio,M004,Branch,0.30645161290322587,Doctor,0.5689655172413793,0.0,1856,2024-11-04 08:08:38,2,2
TX000101,0.19965604398467832,2023-01-24 17:23:56,Debit,Fort Worth,M066,Branch,0.19354838709677424,Engineer,0.04827586206896552,0.0,2046,2024-11-04 08:11:07,0,5
TX000104,0.10209239909320686,2023-02-24 16:29:23,Debit,Virginia Beach,M099,Branch,0.14516129032258068,Engineer,0.4689655172413793,0.0,2113,2024-11-04 08:08:32,2,2
TX000105,0.06758214555593192,2023-01-02 16:36:02,Debit,Las Vegas,M045,ATM,0.22580645161290325,Engineer,0.7758620689655172,0.0,1922,2024-11-04 08:06:35,2,2
TX000106,0.15980404930036218,2023-11-30 16:31:03,Debit,Colorado Springs,M047,Online,0.4516129032258065,Engineer,0.1413793103448276,0.0,2112,2024-11-04 08:10:48,0,0
TX000107,0.05978580920864059,2023-11-01 16:52:01,Debit,Seattle,M032,Online,0.6612903225806451,Retired,0.24137931034482757,0.0,1512,2024-11-04 08:09:24,2,0
TX000108,0.3941579591943091,2023-03-06 16:47:02,Debit,Sacramento,M012,Branch,0.14516129032258068,Student,0.02413793103448276,0.0,134,2024-11-04 08:11:40,0,1
TX000109,0.2623967480522188,2023-11-27 18:32:49,Debit,Los Angeles,M083,Online,0.06451612903225812,Student,0.08620689655172413,0.0,149,2024-11-04 08:09:22,0,5
TX000110,0.07440393985981186,2023-07-31 16:37:46,Debit,San Antonio,M055,ATM,0.7258064516129032,Retired,0.4724137931034483,0.0,1926,2024-11-04 08:10:42,2,4
TX000113,0.13242827735362328,2023-04-20 18:26:50,Credit,Dallas,M012,Online,0.532258064516129,Engineer,0.5655172413793104,0.0,2037,2024-11-04 08:06:56,2,4
TX000114,0.1112645595017849,2023-03-01 17:52:14,Credit,Dallas,M009,ATM,0.967741935483871,Retired,0.9379310344827586,0.0,1056,2024-11-04 08:09:36,2,3
TX000115,0.17072725851421425,2023-02-10 16:52:48,Debit,Fresno,M051,Online,0.3548387096774194,Engineer,0.32413793103448274,0.0,166,2024-11-04 08:06:30,0,1
TX000116,0.0011673658701826615,2023-07-21 16:43:11,Debit,San Diego,M042,Online,0.467741935483871,Doctor,0.33448275862068966,0.0,2321,2024-11-04 08:09:53,1,4
TX000117,0.1562498371420382,2023-10-09 17:02:43,Credit,Austin,M040,Online,0.8064516129032258,Doctor,0.1275862068965517,0.0,2398,2024-11-04 08:12:18,2,0
TX000118,0.02955937149855382,2024-01-01 16:34:10,Credit,Oklahoma City,M086,ATM,0.4032258064516129,Engineer,0.38620689655172413,0.25,1415,2024-11-04 08:07:42,1,4
TX000120,0.06022878286473669,2023-05-22 17:09:52,Debit,Fresno,M086,Branch,0.33870967741935487,Engineer,0.5413793103448277,0.0,1597,2024-11-04 08:10:02,2,2
TX000121,0.027782265419391824,2023-08-16 16:17:12,Debit,Houston,M025,ATM,0.8225806451612903,Retired,0.38275862068965516,0.0,683,2024-11-04 08:08:43,1,4
TX000122,0.032873856737108166,2023-11-17 16:02:02,Credit,Detroit,M028,Online,0.4516129032258065,Doctor,0.5344827586206897,0.0,2264,2024-11-04 08:10:13,1,4
TX000124,0.17270239987492508,2023-08-25 17:26:07,Debit,Portland,M006,Online,0.3709677419354839,Engineer,0.17586206896551726,0.0,1149,2024-11-04 08:11:00,0,5
TX000125,0.002491075383693358,2023-11-27 16:38:34,Debit,Washington,M001,ATM,0.6129032258064516,Retired,0.10689655172413794,0.0,1387,2024-11-04 08:10:48,1,0
TX000126,0.1116710529744378,2023-08-04 17:46:44,Credit,Detroit,M026,Online,0.8387096774193548,Doctor,0.8172413793103449,0.0,2263,2024-11-04 08:11:56,2,3
TX000127,0.31193162571331784,2023-09-04 16:48:35,Debit,Philadelphia,M081,Branch,0.6290322580645161,Doctor,0.5103448275862069,0.0,581,2024-11-04 08:10:13,0,4
TX000128,0.43829376970581335,2023-08-09 17:34:26,Debit,Tucson,M083,Online,0.12903225806451613,Student,0.24137931034482757,0.0,437,2024-11-04 08:09:58,0,1
TX000129,0.019746202152330822,2023-09-07 16:07:40,Debit,Mesa,M005,Online,0.12903225806451613,Student,0.3379310344827586,0.0,85,2024-11-04 08:07:42,1,5
TX000131,0.06486176616202412,2023-07-03 17:14:07,Debit,Oklahoma City,M004,Branch,0.24193548387096775,Engineer,0.3275862068965517,0.0,1550,2024-11-04 08:07:25,2,5
TX000132,0.15748495192432968,2023-09-25 17:13:36,Credit,San Antonio,M059,Branch,0.967741935483871,Retired,0.10344827586206896,0.0,1299,2024-11-04 08:11:55,2,0
TX000133,0.10828360736899705,2023-11-20 17:10:02,Debit,Louisville,M055,Online,0.467741935483871,Engineer,0.906896551724138,0.0,2097,2024-11-04 08:08:45,2,3
TX000134,0.002871511582458243,2023-11-17 17:27:07,Credit,Los Angeles,M098,Branch,0.08064516129032262,Student,0.8413793103448276,0.0,443,2024-11-04 08:10:53,1,2
TX000135,0.1985929072100477,2023-08-21 16:46:05,Debit,Albuquerque,M034,ATM,0.6129032258064516,Doctor,0.22413793103448276,0.0,2299,2024-11-04 08:09:32,0,0
TX000136,0.008286213096385856,2023-10-16 16:59:36,Debit,Milwaukee,M065,ATM,0.5161290322580645,Doctor,0.393103448275862,0.0,2451,2024-11-04 08:11:59,1,4
TX000137,0.2531828960054199,2023-06-20 17:21:50,Debit,Oklahoma City,M060,Online,0.0,Student,0.2,0.0,727,2024-11-04 08:07:03,0,1
TX000138,0.17517262943950804,2023-01-16 16:53:38,Debit,San Antonio,M003,Branch,0.04838709677419356,Student,0.027586206896551724,0.0,384,2024-11-04 08:09:57,0,5
TX000140,0.12210959689397294,2023-09-01 16:09:08,Debit,Chicago,M045,Online,0.08064516129032262,Student,0.3793103448275862,0.0,67,2024-11-04 08:08:47,2,1
TX000141,0.0029913750423430697,2023-10-23 18:38:15,Debit,Chicago,M090,Online,0.19354838709677424,Doctor,0.8137931034482759,0.0,1363,2024-11-04 08:09:43,1,2
TX000143,0.11823748599421527,2023-07-03 17:42:08,Debit,Charlotte,M057,ATM,0.0,Student,0.9793103448275863,0.0,103,2024-11-04 08:11:34,2,2
TX000146,0.02375902233108372,2023-02-16 17:57:10,Debit,Los Angeles,M085,ATM,0.03225806451612906,Student,0.2827586206896551,0.0,686,2024-11-04 08:07:24,1,5
TX000149,0.21640044818511087,2023-07-28 16:29:23,Debit,Memphis,M077,ATM,0.7741935483870968,Doctor,0.45172413793103444,0.0,2203,2024-11-04 08:10:23,0,4
TX000150,0.13836412434531098,2023-02-06 17:48:55,Debit,Philadelphia,M049,Online,0.5806451612903226,Retired,0.2827586206896551,0.0,1194,2024-11-04 08:12:18,2,0
TX000151,0.036031998332334475,2023-07-24 18:08:43,Debit,Virginia Beach,M073,Online,1.0,Retired,0.35517241379310344,0.0,1589,2024-11-04 08:09:04,1,0
TX000152,0.17336946608645804,2023-11-20 16:29:48,Credit,Albuquerque,M039,Branch,0.27419354838709675,Engineer,0.9758620689655172,0.0,952,2024-11-04 08:08:14,0,2
TX000153,0.13947937566771765,2023-10-09 16:52:47,Debit,San Antonio,M078,Online,0.03225806451612906,Student,0.5172413793103449,0.0,208,2024-11-04 08:08:34,2,2
TX000154,0.25836829350913304,2023-11-03 16:45:52,Debit,San Francisco,M009,Branch,0.6935483870967742,Doctor,0.8793103448275862,0.0,2359,2024-11-04 08:09:41,0,3
TX000155,0.1959506996378039,2023-02-15 16:41:11,Debit,Tucson,M081,ATM,0.30645161290322587,Engineer,0.810344827586207,0.0,2066,2024-11-04 08:09:58,0,2
TX000156,0.04312999973942726,2023-09-04 17:59:51,Credit,Seattle,M058,Online,0.29032258064516125,Engineer,0.5551724137931034,0.0,2058,2024-11-04 08:11:01,1,2
TX000157,0.04846652943169086,2023-07-27 16:22:52,Credit,New York,M092,Online,0.03225806451612906,Student,0.21379310344827585,0.0,466,2024-11-04 08:12:04,1,5
TX000158,0.41853714464392733,2023-04-17 16:08:34,Credit,Memphis,M030,Branch,0.8064516129032258,Doctor,0.4103448275862069,0.0,2324,2024-11-04 08:08:40,0,4
TX000159,0.018500664460484144,2023-09-19 17:38:18,Debit,Charlotte,M057,Branch,0.08064516129032262,Student,0.38620689655172413,0.0,213,2024-11-04 08:11:40,1,5
TX000160,0.0147327826562785,2023-05-31 16:37:39,Debit,Washington,M035,Online,0.7096774193548387,Doctor,0.30689655172413793,0.0,2021,2024-11-04 08:06:30,1,0
TX000161,0.07257993068765145,2023-10-09 17:20:09,Credit,Louisville,M002,Online,0.5645161290322581,Doctor,0.5758620689655173,0.0,2202,2024-11-04 08:07:31,2,4
TX000162,0.16015321677046146,2023-01-09 16:12:01,Debit,Detroit,M049,Branch,0.24193548387096775,Doctor,0.9482758620689655,0.0,1331,2024-11-04 08:06:33,0,2
TX000163,0.03147197540193345,2023-05-26 18:15:08,Credit,Tucson,M085,Branch,0.6129032258064516,Retired,0.14827586206896554,0.0,410,2024-11-04 08:09:22,1,0
TX000164,0.038877452640904704,2023-08-14 17:43:17,Debit,Nashville,M028,Branch,0.8387096774193548,Doctor,0.396551724137931,0.0,1685,2024-11-04 08:07:39,1,4
TX000166,0.12072334992313102,2023-01-31 18:31:22,Debit,Memphis,M044,ATM,0.25806451612903225,Engineer,0.5344827586206897,0.0,4,2024-11-04 08:12:15,2,2
TX000167,0.06563827292388669,2023-02-14 16:07:01,Debit,Baltimore,M001,Branch,0.9193548387096775,Retired,0.8896551724137931,0.0,1407,2024-11-04 08:08:42,2,3
TX000168,0.26371003465617426,2023-05-02 17:03:29,Credit,Chicago,M010,Online,0.5645161290322581,Retired,0.5241379310344828,0.25,536,2024-11-04 08:09:09,0,4
TX000169,0.15847512833207392,2023-12-04 17:07:34,Debit,Houston,M007,Branch,0.20967741935483875,Engineer,0.0896551724137931,0.0,1134,2024-11-04 08:08:45,0,5
TX000170,0.14674935508247128,2023-05-16 17:26:37,Debit,Detroit,M013,ATM,0.06451612903225812,Student,0.34137931034482755,0.0,652,2024-11-04 08:07:38,2,1
TX000171,0.40525314641582194,2023-03-20 16:58:12,Debit,Houston,M018,Branch,0.20967741935483875,Engineer,0.02413793103448276,0.0,1665,2024-11-04 08:09:15,0,1
TX000172,0.06197462021523308,2023-08-25 18:01:38,Debit,Los Angeles,M093,Branch,0.6129032258064516,Retired,0.296551724137931,0.0,1378,2024-11-04 08:07:34,2,0
TX000173,0.09220626938009745,2023-05-15 17:25:28,Debit,Chicago,M088,Online,0.935483870967742,Retired,0.11379310344827585,0.0,1340,2024-11-04 08:06:30,2,0
TX000174,0.13582093441384163,2023-05-29 16:50:10,Debit,Denver,M094,Branch,0.06451612903225812,Student,0.0896551724137931,0.0,340,2024-11-04 08:06:52,2,5
TX000175,0.08818302629178934,2023-03-22 16:10:14,Debit,Chicago,M046,Online,0.09677419354838712,Student,0.031034482758620682,0.0,750,2024-11-04 08:07:37,2,5
TX000176,0.03802798551215572,2023-05-19 16:52:53,Debit,Portland,M022,Branch,0.12903225806451613,Student,0.013793103448275862,0.0,283,2024-11-04 08:11:12,1,5
TX000178,0.4129087734841181,2023-05-22 16:22:36,Debit,Baltimore,M059,ATM,0.016129032258064557,Student,0.5310344827586208,0.0,277,2024-11-04 08:10:39,0,1
TX000179,0.12340724913359563,2023-12-18 16:47:17,Debit,Phoenix,M049,Online,0.8548387096774193,Retired,0.12413793103448274,0.0,476,2024-11-04 08:07:50,2,0
TX000180,0.01767204315084556,2023-11-21 16:57:43,Credit,Philadelphia,M091,Online,0.5806451612903226,Engineer,0.15172413793103445,0.0,262,2024-11-04 08:06:29,1,0
TX000181,0.38564244208770876,2023-07-19 17:03:58,Debit,Philadelphia,M010,Online,0.3709677419354839,Doctor,0.3896551724137931,0.0,2455,2024-11-04 08:08:27,0,1
TX000182,0.23622482215910573,2023-04-19 16:36:03,Debit,Albuquerque,M017,ATM,0.6451612903225806,Doctor,0.2482758620689655,0.0,2314,2024-11-04 08:12:06,0,0
TX000183,0.15645308387836465,2023-11-13 16:11:52,Debit,Jacksonville,M065,Branch,0.8870967741935485,Retired,0.3103448275862069,0.0,1898,2024-11-04 08:08:00,2,0
TX000184,0.05767517002371212,2023-04-07 16:38:15,Credit,Virginia Beach,M036,Branch,0.016129032258064557,Student,0.6586206896551724,0.0,798,2024-11-04 08:10:53,2,2
